FIPS,% Smokers,% Obese,% Physically Inactive,% Excessive Drinking,% Unemployed,% Children in Poverty,% Uninsured,PCP Rate,Average Daily PM2.5,% Bachelor or Higher,Age-Adjusted Mortality
29179,23.087022517,33.4,31.9,15.520104892,6.4575645756,35.0,16.19165634,46.64179,9.0,11.1,539.5
29181,26.149300262,35.9,32.4,15.84604082,7.0393759287,38.3,16.147646089,50.717290000000006,9.8,10.9,558.2
29183,16.808882081,25.9,24.1,21.534237947,3.5239011637,6.5,7.0053675287,43.828939999999996,11.7,37.8,270.6
29185,21.306364032,31.4,29.0,14.948251489,6.2860005009,32.7,16.647006783,52.9661,9.1,13.4,511.7
29186,19.787451393,32.9,33.4,18.960125408,4.6337981772,16.8,12.540961223,39.064679999999996,10.2,17.7,360.9
29187,24.033317748,33.6,32.6,18.793430427,5.5131210769,20.4,12.357089755,69.15213,9.8,14.0,516.8
29189,18.39212728,29.2,22.7,19.681867175,4.1904345231,12.6,8.1714642423,123.28551,12.3,43.2,334.5
29195,22.571621898,35.0,31.6,16.673050821,4.654778235,22.0,13.401664187,60.19434,9.5,18.0,368.5
29197,24.186614693,32.8,29.7,16.453272306,6.2628336756,30.1,17.266387727,67.62849,9.2,11.6,340.0
29199,21.837874182,32.5,29.7,16.646707681,4.1046277666,25.7,18.963305106,123.60939,9.4,12.0,415.7
29201,23.018860293,35.0,28.8,15.416077434,5.7155581948,27.4,12.453549012,51.27153,10.8,14.5,516.3
29203,23.583154725,33.4,29.5,15.564867226,7.372175981,40.3,16.595092025,,8.9,15.8,431.9
29205,20.508506279,35.3,26.7,16.589425568,4.1465766635,24.7,14.862040134,,9.6,17.0,382.9
29207,23.62633881,34.6,34.8,16.231065618,6.393842966,25.2,13.210387655,36.836110000000005,10.7,13.2,493.3
29209,18.672175742,33.6,29.6,14.793304819,6.960950764,26.0,16.372682044,32.31749,9.7,18.4,396.1
29211,21.254587937,34.7,34.2,16.104046744,5.8027767889,23.2,17.238689548,31.48119,9.1,12.2,372.7
29213,21.441211043,31.0,28.2,16.332632375,7.3580859948,27.3,18.099082744,78.76612,9.6,18.4,416.3
29215,24.288031147,33.2,28.2,15.72374654,6.2148093063,39.9,15.775714895,35.03309,9.2,14.1,461.7
29217,22.11775708,34.2,27.2,16.283873971,4.8254620123,25.7,14.052605943,38.41352,9.4,17.7,507.2
29219,19.206892995,30.0,25.1,18.850958551,4.1940085592,18.6,11.960180995,14.91958,10.4,18.6,371.8
29221,25.125242404,32.5,32.1,17.358394085,6.2810232913,29.7,13.991372748,40.3421,9.6,9.4,564.2
29223,24.444846294,34.1,35.2,15.059009488,5.3502962705,37.1,15.865151074,37.29952,9.5,10.3,523.7
29225,23.358614175,33.5,26.3,17.370351828,4.9297437714,25.2,14.789165399,34.68239,9.5,16.9,352.0
29227,20.293374187,30.4,28.8,16.061520213,2.9983792545,21.6,13.627514601,48.61449,8.9,17.5,469.7
29229,25.756671721,32.0,30.5,14.699339345,5.9076122316,36.4,18.034364261,16.42216,9.2,11.4,485.2
29510,24.686308152,32.6,23.7,20.627295649,5.3933561006,38.3,13.727425428,84.89475,10.5,35.0,537.4
30001,15.69191323,24.8,21.0,21.120656598,3.3294163729,19.2,15.572475219,129.03226,6.4,35.5,269.6
30003,25.687289565,37.9,25.0,17.095558396,7.2312937377,31.2,23.222163402,83.06902,7.1,17.4,733.6
30005,26.386869134,36.6,28.0,19.72477288,4.617968094,31.5,22.493620124,60.818000000000005,6.5,21.8,515.0
30007,15.577283803,30.0,24.5,20.058515606,4.9027237354,14.6,15.124716553,35.15556,5.8,27.0,331.0
30009,14.115622214,25.3,22.4,20.032921939,3.9294160451,13.5,14.997496244,48.03997,6.2,32.0,299.5
30011,13.904543822,26.1,24.7,19.31835315,2.8571428571,20.5,18.842224745,0.0,5.9,17.5,
30013,18.394919226,27.3,21.2,21.416865048,3.9730955733,16.9,13.498213961,70.49272,6.6,26.0,377.5
30015,20.694282529,28.3,28.3,18.734594074,3.7588097103,22.2,22.111639983,17.34004,6.1,27.3,399.9
30017,17.441352959,30.8,28.8,21.283536703,3.5353535354,13.5,12.182159233,74.16564,6.3,22.5,355.8
30019,12.730061672,25.9,27.4,20.616699973,2.6371308017,9.5,14.048338369,113.63636,6.5,21.9,388.0
30021,15.629530563,27.1,26.0,21.34694032,3.8551650692,11.8,11.288007308,41.558440000000004,6.3,21.0,300.2
30023,19.471339663,24.7,25.3,18.000076951,3.7915577139,23.4,13.890577508,131.30539000000002,6.4,17.4,469.7
30025,14.028543755,27.0,30.0,24.362686704,3.6314363144,10.8,9.7144975899,62.69592,6.0,17.3,299.8
30027,15.865259513,25.9,23.2,18.696258697,3.9138608785,18.4,14.436248683,105.01444,5.6,28.9,344.7
30029,16.856222485,21.6,18.6,21.422497098,5.5932534091,15.7,13.479271501,75.91119,6.2,29.9,318.0
30031,14.581084767,15.6,13.4,24.184995321,2.7899299713,8.5,11.182259758,78.42047,6.8,49.0,206.5
30033,15.560952648,25.7,30.7,19.837454158,2.8350515464,16.5,16.748768473,0.0,5.9,16.8,
30035,29.79200578,34.9,29.4,20.526571451,8.6330935252,31.4,25.468228855,80.6038,6.0,19.0,624.4
30037,15.635247746,25.3,22.6,17.618055336,4.4270833333,29.6,17.803660566,120.91897999999999,5.5,25.9,
30039,14.526562184,26.3,25.9,18.939156087,5.8679706601,21.2,18.967798853,30.864199999999997,6.3,26.6,346.1
30041,20.250844408,34.9,26.8,20.903188332,4.3439603709,23.3,16.290509259,54.30847,6.5,24.5,428.0
30043,14.692034027,28.1,21.4,20.042994191,4.5981045981,11.2,11.080064481,85.87377,6.4,34.0,248.2
30045,14.592825251,29.2,29.3,18.819160836,3.3862433862,16.1,13.993174061,0.0,5.2,28.6,247.4
30047,19.184449033,28.8,23.3,19.121484813,4.7336828508,23.7,23.32723471,71.29035999999999,6.4,28.0,372.9
30049,15.497033586,25.3,18.7,21.825701704,3.2918800293,12.4,10.587866379,88.83134,7.0,38.6,310.2
30051,15.507538578,26.7,24.0,21.143681049,3.1031031031,26.7,15.240083507,41.52824,6.1,16.6,
30053,16.639705877,26.5,24.6,18.59866943,8.9942456843,28.0,17.783375315,78.73189,5.4,20.2,406.8
30055,15.141473162,21.8,28.1,21.392984599,2.005730659,20.5,21.979734996,0.0,6.0,16.1,286.2
30057,14.217057028,22.1,22.1,20.020068414,3.7820801441,14.7,14.993002099,75.80543,6.1,28.9,212.1
30059,16.963555808,23.5,24.0,17.870750733,4.0217391304,34.5,17.045454545,109.28962,5.3,26.1,333.6
30061,16.894041925,26.9,25.6,17.507914474,7.610619469,26.2,16.014468925,70.57163,6.3,17.3,491.1
30063,17.619048894,22.7,15.1,26.047023768,3.7413754009,15.2,12.092563998,93.71086,7.6,42.5,303.2
30065,18.311184915,28.5,26.5,17.722086247,5.0905953408,26.1,15.085714286,,5.9,14.1,426.1
30067,15.455212616,23.6,21.4,19.652886501,4.2860525693,15.3,14.664450776,118.95818,6.0,32.4,362.8
30069,16.832374216,25.6,27.2,19.112931734,4.7619047619,22.0,19.945355191,0.0,5.7,29.0,
30071,18.26281258,29.3,29.1,18.494644612,5.3278688525,20.8,19.371727749,23.98657,6.1,20.5,319.0
30073,19.673646185,31.6,25.1,20.564211491,4.1838134431,24.8,20.061538462,48.51229,5.9,24.8,381.7
30075,15.63120467,25.8,29.4,19.059558665,2.2851919561,15.0,14.349775785,0.0,6.4,26.4,
30077,18.343241851,29.9,27.6,23.900360283,5.0379572119,21.3,15.642733777,73.09942,6.4,21.0,436.4
30079,15.119592259,27.0,24.4,18.320599608,3.4026465028,16.0,15.652173913,0.0,6.0,20.9,
30081,16.621153679,24.6,22.9,17.650345036,4.7568226864,19.7,19.345190236,65.25995,9.0,27.1,311.0
30083,16.814215506,30.7,28.1,23.949208244,4.9905243209,10.4,12.892546349,33.44482,6.7,19.0,335.2
30085,27.79316328,34.4,28.8,20.685992416,5.3465765004,28.9,24.739165329,26.14151,6.8,17.1,889.2
30087,21.46129754,33.8,25.0,20.810226642,5.504587156,21.9,17.644097659,63.84337,7.4,18.0,499.9
30089,17.39442346,26.1,24.3,16.729453085,7.8138163437,25.7,22.065434565,70.57163,6.0,17.1,453.9
30091,14.60362995,30.8,29.0,20.054426376,3.2696177062,12.3,12.191780822,54.24464,6.9,23.6,311.1
30093,18.10877865,25.7,22.0,22.066507648,4.2959976965,19.6,12.533814247,83.76177,6.5,26.4,468.8
30095,13.457027728,22.5,22.1,20.173612994,3.9893070121,9.1,11.618642943,21.0837,6.2,25.3,305.7
30097,13.736738967,26.2,21.7,20.201988783,3.0939226519,11.4,13.070463673,55.03577000000001,5.6,25.5,317.2
30099,15.30744611,24.8,27.7,19.062329993,3.6598117811,18.6,16.284501062,16.3827,6.2,24.4,293.1
30101,18.804034099,24.2,21.1,23.175673973,3.4909412285,18.2,15.737161789,39.3159,6.3,14.5,391.3
30103,17.182452501,26.1,31.4,16.99114127,4.469273743,13.4,19.00990099,0.0,6.2,23.5,
30105,17.43529,28.1,26.0,18.94472557,3.412662775,16.1,16.054968996,65.28267000000001,6.4,20.9,350.4
30107,16.905731302,26.4,26.2,18.136496989,5.0617283951,27.8,23.420548819,,5.4,19.8,300.3
30109,15.909166072,27.0,29.6,18.26845948,3.8022813688,14.2,19.217081851,0.0,6.1,20.8,
30111,16.366456368,25.7,21.7,22.093133562,3.5903623268,10.6,12.405844729,88.50797,7.1,31.0,347.9
31001,16.592565491,34.8,24.7,19.003114373,3.2867510346,16.5,9.6881513548,82.31233999999999,8.7,24.9,334.2
31003,15.029241689,28.9,28.3,19.202436952,2.7287761852,17.1,10.392515762,46.77268,8.2,19.1,307.2
31005,15.791023957,32.5,28.4,20.062957267,6.1946902655,14.3,15.730337079,0.0,6.4,27.9,
31007,14.895292984,34.2,30.4,17.140139963,3.8277511962,21.6,12.430426716,0.0,6.1,20.7,
31009,15.503173441,33.2,28.4,18.808669364,4.4776119403,21.0,12.903225806,0.0,6.6,22.7,
31011,14.092653338,30.8,29.4,21.287052839,2.762063228,14.3,9.4688776736,150.5174,8.3,20.6,253.9
31013,18.301095992,36.2,25.0,19.997419208,3.7865445579,16.6,9.0126474652,35.2827,6.6,18.2,331.9
31015,15.131130698,35.6,30.7,17.048367346,3.1588447653,23.5,11.331444759,149.55134999999999,7.3,18.2,300.6
31017,16.894537741,32.4,29.2,18.202024957,3.8714390066,20.1,13.045434098,33.94433,6.5,19.8,303.6
31019,15.262118792,29.4,21.9,23.287475788,2.6201516155,11.5,9.3982370611,90.04768,8.4,34.7,253.3
31021,16.530335648,33.6,30.3,18.543262731,3.8310961969,14.9,9.5295536791,45.55809,9.6,18.1,414.4
31023,16.047933001,34.1,26.3,22.268824757,3.3483580167,11.0,8.9638932496,86.26001,9.2,19.9,309.5
31025,18.260070886,35.9,25.3,22.162665352,3.5165169737,9.5,6.7150122434,31.357789999999998,10.2,27.4,338.6
31027,12.55563023,31.2,28.9,20.153881435,2.6914660832,12.6,9.0936240108,11.67679,8.8,19.4,271.8
31029,14.520131921,30.9,25.9,18.591338809,2.1542438604,11.5,14.619321817,25.27806,7.1,20.8,404.5
31031,14.04568114,27.3,30.5,18.402365543,2.4179620035,18.0,11.94554238,51.29959,6.3,21.2,332.8
31033,15.092194085,30.8,26.5,22.019659097,2.981229297,11.6,6.7428975598,78.68594,6.6,26.2,308.1
31035,16.525732876,31.8,26.2,18.687468775,3.2924274169,15.0,11.990455359,31.70074,8.7,18.4,340.1
31037,14.402404704,31.3,28.7,19.6837672,2.968159741,12.6,17.227590803,9.5057,9.3,14.5,282.4
31039,13.864565696,31.5,28.2,19.670094247,3.0379746835,12.3,11.397214014,43.83562,9.3,23.2,207.5
31041,15.430997177,33.9,28.4,19.757741423,2.4658394848,16.4,10.818505338,74.03294,7.6,20.9,329.7
31043,18.52087606,36.3,28.7,16.984252765,4.3188170589,17.7,16.171298922,4.81209,9.6,12.5,331.4
31045,16.737733917,29.4,24.4,23.223307364,3.1106870229,20.4,11.718034788,66.26173,6.3,37.0,244.3
31047,17.304386784,34.4,26.4,17.306202784,3.1223628692,17.3,15.819838057,54.42519,7.8,15.6,300.1
31049,15.978171223,32.9,27.7,18.749359975,2.7777777778,19.5,11.878453039,0.0,6.9,15.8,322.1
31051,16.504146363,34.9,31.7,21.110135191,3.4627831715,12.7,12.268468076,34.500600000000006,9.1,20.5,236.7
31053,18.076071132,34.5,26.5,19.817245698,3.2416863053,14.8,10.418042186,57.21135999999999,9.9,18.6,356.6
31055,17.077237064,28.4,20.6,22.361774569,3.459222048,15.4,9.4102032002,107.07844999999999,10.9,38.9,326.4
31057,14.615474191,35.1,25.4,18.170248943,2.2575250836,16.0,14.075165807,55.58644,6.9,19.4,374.0
31059,16.01277727,34.2,28.6,19.864158543,2.9169308814,15.2,8.1904761905,88.9838,8.9,19.9,393.3
31061,15.316182114,32.4,26.4,18.904583499,3.1125827815,21.8,10.0456621,67.00168000000001,8.0,16.6,335.7
31063,15.788712174,35.2,25.7,20.17848188,2.9803424223,16.8,10.273618998,,7.2,20.0,254.8
31065,16.438012843,32.1,27.4,16.872112746,2.9271862422,19.2,10.812279272,61.702999999999996,7.5,18.9,358.7
31067,17.259048188,35.8,28.3,22.716683743,3.4532634243,14.6,8.4984025559,73.05936,9.2,20.2,395.2
31069,15.524159612,33.1,29.3,17.786498733,3.4453781513,25.9,11.331861663,0.0,6.4,24.9,290.6
31071,13.982336782,27.9,27.6,18.223416724,2.7586206897,17.9,11.744505495,49.30966,7.2,22.2,299.0
31073,14.166372874,31.4,24.4,20.421871153,2.7128157156,16.9,8.6563307494,0.0,7.6,26.4,288.3
31075,17.106760432,30.4,32.5,19.128384674,2.4336283186,10.8,10.444874275,0.0,6.2,25.2,
31077,15.341939947,34.2,34.1,20.115687389,3.2679738562,22.7,16.776677668,,7.8,17.4,311.0
31079,16.108673127,32.9,27.0,17.907136385,3.8288145279,17.3,14.026049204,66.47211,8.6,20.9,320.9
31081,13.672654662,32.2,23.8,19.051612253,2.9348757498,9.4,7.4816299265,87.05113999999999,8.8,26.0,295.9
31083,17.241265961,36.3,27.9,17.661890798,2.6255707763,19.4,9.9689681924,57.93743,7.7,21.4,290.8
31085,16.451455786,34.6,28.9,18.342013376,2.5252525253,29.1,20.571428571,0.0,7.0,18.1,
31087,17.347899943,36.1,26.9,17.86355319,3.8109756098,19.3,10.351201479,,7.1,18.6,369.1
31089,13.380120282,30.7,29.5,17.507553424,2.6356061894,14.0,10.258320914,116.35799,7.5,21.2,240.2
31091,14.741169426,27.0,29.3,16.368731194,3.7878787879,10.3,8.8062622309,273.22404,6.2,23.9,
31093,14.773899863,31.9,25.5,20.556218877,3.4848484848,12.2,8.795562599,62.412229999999994,8.2,20.5,249.1
31095,15.912230224,37.1,28.7,18.775432779,2.5241802312,15.6,9.0892663535,68.84208,9.0,15.3,380.7
31097,17.712995963,31.8,27.6,20.573319557,3.3077660594,14.6,11.063700091,19.331139999999998,9.2,16.0,345.1
31099,14.835839099,33.6,24.1,21.168675988,2.4786780384,11.0,7.8549848943,30.372059999999998,8.2,22.7,365.2
31101,15.912748371,27.7,28.3,19.379629765,3.0643072939,19.4,9.3285410881,62.01166,7.2,20.7,331.6
31103,13.480416595,31.4,32.2,19.339192944,2.0989505247,25.2,13.986013986,0.0,6.7,22.9,
31105,17.149447035,32.9,29.6,17.947223749,4.2769857434,17.3,11.942959002,27.10762,6.2,18.2,281.0
31107,15.864060531,32.2,28.4,19.685273752,3.2196162047,18.5,13.288778365,58.527449999999995,8.5,21.7,328.9
31109,14.333587016,27.2,17.8,24.951462663,2.8866052529,13.0,8.5152341081,70.15414,9.7,38.8,272.1
31111,18.207768646,32.1,26.2,17.835697934,3.220131151,14.3,9.1097809916,47.67781,7.4,22.1,356.8
31113,15.649314428,32.7,30.1,21.042208789,2.8985507246,15.5,13.488372093,0.0,6.6,19.7,
31115,14.03479263,31.9,31.9,19.429344226,3.5805626598,25.7,12.385321101,0.0,6.9,23.2,
31117,15.468328349,32.0,29.1,18.746521311,2.4017467249,19.1,7.2916666667,0.0,6.5,24.9,
31119,17.282421447,32.8,22.9,19.762610504,2.9031585531,16.5,11.563466954,74.20303,8.9,22.4,327.9
31121,14.914340739,32.5,29.3,20.878370502,3.8002980626,13.9,10.300981812,38.52575,8.7,17.4,365.1
31123,17.013913038,33.3,27.3,18.065582809,3.3695245227,23.0,12.094093582,20.601570000000002,6.6,18.1,438.5
31125,16.476381169,29.6,26.6,19.806242255,2.837232454,16.9,10.468024294,,8.4,19.8,421.5
31127,15.743306685,38.8,24.0,21.182156707,3.7967768369,15.4,8.119901347,70.96225,9.3,28.1,390.3
31129,14.945715747,33.6,29.4,17.782492665,3.0749789385,17.9,9.2949731268,115.50012,8.5,19.1,288.6
31131,18.456093217,34.9,26.9,21.334181838,3.5277177826,11.8,8.5566119274,62.56256,9.7,21.8,309.5
31133,18.006503326,31.3,27.6,16.848535525,2.3894862605,26.5,11.930363543,112.82436999999999,9.0,17.5,254.4
31135,14.145145636,25.7,29.7,19.366847623,2.2850924918,14.6,11.44839549,67.93478,7.2,25.8,257.4
31137,15.06028665,34.5,23.2,19.70940471,2.6294498382,12.4,8.3616587356,75.3012,8.0,25.9,306.1
31139,15.656426758,34.0,28.1,19.958545313,2.7690825909,12.2,7.3141690764,97.11432,8.6,22.3,287.2
31141,14.296912852,31.9,24.4,21.224334433,3.6630684835,11.6,10.609630393,66.9772,9.2,22.2,262.2
31143,15.019202167,34.2,25.1,20.091469597,2.778742619,11.2,9.1509664791,38.44675,8.9,21.1,291.3
31145,15.71808889,33.7,26.4,20.3134025,2.9514757379,14.0,8.7636191378,64.64124,7.4,18.8,385.5
31147,18.941578571,38.3,31.3,18.73212922,3.4002361275,18.8,11.617984903,24.709660000000003,9.3,18.2,378.3
31149,15.41977984,28.4,33.0,18.599884022,2.7149321267,20.2,15.902712816,0.0,6.8,20.9,482.8
31151,16.294414951,33.5,31.8,20.139512261,3.2491467577,13.4,12.9894511,56.01456,9.3,14.3,392.6
31153,14.82335061,31.6,20.0,22.379493089,3.0421960819,6.4,5.7729101646,56.34861,10.7,40.1,252.3
31155,15.146974022,31.1,24.9,22.529991081,3.1940135061,8.5,7.1270137754,42.82451,10.0,25.4,317.0
31157,18.923917329,35.1,24.8,17.572523297,3.6249014972,20.5,11.792257887,74.46016,6.8,22.4,364.6
31159,14.069649858,30.1,22.7,20.401157707,2.9936014625,7.2,6.425028615,70.13441999999999,9.3,29.2,317.6
31161,16.805812666,33.2,33.5,17.538554686,2.9839883552,24.9,13.593710373,95.78544,6.4,23.6,337.8
31163,14.16617907,34.2,29.8,18.046560184,3.3062645012,18.2,11.229471815,,7.8,18.2,369.7
31165,15.833734881,27.6,30.1,18.884238067,2.781289507,25.4,10.805300714,79.36507999999999,6.1,26.6,
31167,15.65223998,34.7,26.2,23.276093917,2.72384816,10.9,7.1242745647,,8.9,16.6,194.4
31169,13.56226027,30.8,28.5,19.135640645,2.6036313806,16.6,9.8283931357,77.47434,8.8,19.8,378.0
31171,14.468631572,32.8,30.3,20.12943267,3.3632286996,20.1,9.8513011152,0.0,6.4,24.0,
31173,28.843359509,43.3,32.6,20.135542616,5.0067204301,34.0,17.335101094,42.46886,9.3,16.7,680.1
31175,15.418637851,33.5,24.9,20.817249472,2.9537875179,17.8,10.873041254,96.29273,7.7,22.8,368.8
31177,12.962805893,31.6,20.4,21.897603646,3.3402922756,8.1,5.6831193877,49.38759,9.8,30.3,251.5
31179,13.49054241,32.1,23.4,22.022262592,2.8342245989,10.3,9.5734056213,53.37888,8.9,34.5,178.9
31181,17.625160372,31.6,31.2,18.604797119,3.3158813264,16.4,10.41589989,82.75862000000001,8.2,22.6,457.5
31183,14.863462103,29.2,29.5,19.861591317,2.3381294964,21.9,12.847222222,0.0,7.5,17.3,
31185,16.361798934,34.7,24.3,17.952406676,2.8438610883,13.4,8.1158044613,65.18905,9.0,28.1,357.5
32001,18.441903174,25.2,24.8,17.359400187,5.4243957279,20.7,13.984654731,45.45455,6.1,17.5,408.9
32003,15.666718275,27.7,23.1,17.259952252,5.8043419974,20.7,14.534722145,55.277069999999995,8.9,23.9,356.6
32005,13.597710837,22.8,17.8,19.01315291,5.6107669682,15.4,11.919855105,60.7839,6.0,28.9,261.3
32007,17.941281874,30.7,23.2,23.026313721,4.5080447839,13.1,12.986732357,36.58419,6.4,18.2,354.5
32009,20.920592289,26.3,21.8,15.568913619,4.5283018868,20.2,15.883306321,0.0,4.7,16.5,
32011,15.757000172,26.8,20.5,20.945976781,4.5933014354,10.0,8.3529411765,49.60317,4.6,11.7,305.8
32013,18.384764235,26.2,21.5,23.461023952,5.3797087495,16.3,14.228483675,52.88207,5.9,16.3,478.7
32015,16.226324928,31.4,20.4,22.023173104,6.2146892655,14.0,11.952034598,33.88108,4.7,11.6,452.9
32017,16.461185524,27.0,24.1,19.704680766,5.0788954635,18.1,14.764565044,39.71406,4.8,17.7,421.4
32019,20.695643252,34.0,28.6,18.185105449,7.3714259404,19.7,14.318812598,17.11515,6.5,14.0,430.8
32021,20.482066315,29.2,25.7,16.490381618,6.5922920892,27.8,13.275135461,66.99419,4.9,14.4,537.4
32023,19.093039292,32.8,31.6,17.280299928,7.3084332857,25.9,13.657314629,30.6048,5.8,11.5,544.5
32027,18.36649765,31.0,22.6,21.819035166,5.9152677858,19.3,14.116777531,,5.5,14.8,331.0
32029,14.596235595,26.2,24.1,20.134966307,6.335078534,13.8,9.171388102,,6.3,28.7,214.8
32031,15.252393614,21.5,17.0,21.082732364,4.9944433833,16.7,12.343634143,71.60391,7.0,30.5,358.7
32033,20.232771236,30.3,24.6,21.150967266,4.5961917269,19.5,10.497315626,71.34849,4.7,14.9,453.6
32510,17.673815216,26.0,19.3,18.148132158,6.0889929742,20.1,13.66133443,82.53699999999999,6.1,22.3,474.5
33001,15.542592964,30.9,22.6,20.164581529,2.7795506765,12.8,8.9735825415,69.26007,7.6,32.4,325.3
33003,13.685383448,25.9,18.2,16.781175351,2.9975409141,15.4,11.071214841,80.36375,7.5,33.6,304.3
33005,16.961694128,28.5,20.3,19.882387989,2.7453939202,10.1,8.2946068764,72.45518,7.9,32.6,285.8
33007,16.810326557,29.8,26.2,16.909296537,3.9356605065,19.3,9.7845253968,112.13636,6.8,18.1,397.8
33009,14.394012781,24.2,21.1,18.679083663,2.4487026605,10.6,9.7119589805,193.68562,7.6,40.5,268.1
33011,15.22273623,28.1,20.6,19.690970022,2.9756038522,8.6,7.8606970972,84.58781,8.3,37.3,310.3
33013,14.366089531,28.7,18.9,18.398558204,2.5133348082,7.8,7.504283073,111.49101,8.8,35.6,310.5
33015,13.71847062,27.1,20.0,22.099327878,2.9820600507,4.8,6.1139332366,79.52892,8.7,40.7,271.4
33017,16.330928717,28.6,21.3,20.273427385,2.489758636,9.0,8.1668192493,68.59846,8.5,35.6,336.3
33019,15.509680928,30.8,24.2,17.129853069,2.3703703704,12.1,8.0213280499,76.80313,7.5,26.8,323.0
34001,18.576637899,27.6,26.1,17.411234936,7.4027573219,22.5,10.858204159,79.4985,8.8,27.4,382.3
34003,12.65170177,22.1,21.6,16.386974145,4.1677768208,7.8,9.5757462179,120.72379,10.0,48.3,206.6
34005,13.737448604,28.2,22.4,18.132891956,4.4343938003,8.3,5.8796018088,83.2915,10.5,37.5,307.0
34007,16.699556043,29.4,26.4,16.951966817,5.4723838062,16.2,8.7520008142,103.14666,10.6,31.8,365.7
34009,14.862913022,28.8,22.8,18.833245343,9.8138461213,18.5,10.371530249,58.06159,8.3,31.5,383.5
34011,17.150338198,34.7,29.3,17.15463109,7.4766772307,24.6,12.742218662,42.988949999999996,9.2,14.7,434.2
34013,15.234206616,28.5,25.1,15.388221749,6.0176752708,21.1,13.638449236,82.13846,10.0,34.8,340.6
34015,16.21780067,30.9,24.5,20.38444094,5.0536487837,9.2,6.6127294534,56.26477,10.3,31.9,332.4
34017,15.645034913,23.1,25.3,16.886887872,4.6665579471,23.0,14.797245163,52.012640000000005,10.2,40.9,270.0
34019,13.148441442,21.4,17.6,19.019753397,3.7624339924,4.4,4.6751770826,113.95512,10.1,52.0,213.3
34021,12.924836199,25.2,22.1,17.876234597,4.3267377779,14.6,9.8777882854,106.62416,8.9,42.0,296.7
34023,12.347823802,26.8,25.0,16.807679613,4.4070815261,11.2,9.71477948,93.94695999999999,9.6,42.7,244.7
34025,14.126041872,22.6,20.0,20.319324557,4.4306530766,9.1,7.9467490225,112.7697,9.5,44.9,262.8
34027,11.986594974,21.4,18.8,18.008842179,3.8993343723,5.6,6.2569519678,103.10125,9.3,53.6,208.5
34029,13.826365609,28.7,25.7,17.685533438,5.237140551,18.4,8.8487823512,44.84297,7.9,29.2,334.9
34031,16.028468804,28.2,24.4,16.726634536,6.1316472245,26.5,12.929134945,59.30525,9.8,28.1,278.6
34033,17.146740435,33.6,27.5,16.782397191,6.3463548471,20.8,8.0098759761,37.394830000000006,10.2,20.9,437.8
34035,11.007049538,22.3,17.4,18.346046838,4.0534534014,6.0,6.5585752268,111.49274000000001,9.8,54.5,210.6
34037,14.287154752,27.6,23.0,20.224561956,4.6972708961,6.8,6.1312757916,46.63368,8.6,34.9,294.1
34039,13.25296382,24.7,21.5,16.488535521,5.1674723944,14.8,13.044861264,66.57239,10.7,35.1,264.8
34041,16.064909083,27.9,24.3,18.881420148,4.5758183033,11.3,8.1307903142,61.75785,9.0,31.8,302.7
35001,13.97217682,21.9,16.4,16.302584065,5.8392292871,24.1,11.929415917,102.85436,8.5,33.9,358.4
35003,13.453641002,21.1,18.0,13.189535574,8.2203389831,45.7,13.482101348,57.87037,5.0,22.2,387.9
35005,17.699007378,29.5,27.4,16.558689521,6.8103324219,32.0,13.166835001,68.42649,7.8,17.8,444.2
35006,21.951853971,29.7,25.5,16.060717019,8.2639193336,33.9,13.615472999,47.56852,5.6,13.4,479.9
35007,15.547857035,23.6,22.4,13.869342954,6.1185468451,31.4,10.51468964,40.27711,5.1,20.5,445.4
35009,20.577815928,31.9,27.9,19.093058373,5.106833671,26.5,11.80665242,47.62094,7.4,19.8,439.8
35011,15.390296819,22.6,24.8,14.095111425,4.9019607843,33.3,20.8,54.704600000000006,5.9,9.8,602.5
35013,14.900958126,26.0,20.0,17.346090668,7.2051873138,36.9,13.711019178,68.13038,14.6,27.5,316.8
35015,15.298206094,31.2,25.6,19.005675064,6.6209723007,19.5,11.274987811,41.68259,7.6,15.9,473.0
35017,14.025664684,22.5,18.4,14.898017926,6.5621700642,32.4,9.1138878291,80.39428000000001,6.7,27.3,411.6
35019,14.733102067,24.9,22.4,15.639501326,6.5050266115,31.5,10.991596639,68.63418,5.6,11.6,472.3
35021,12.63399509,22.8,24.4,13.710883711,7.2202166065,19.8,9.670781893,0.0,5.4,24.3,
35023,15.812218068,22.8,23.6,14.711797095,5.69476082,38.0,12.929061785,,6.1,14.2,490.0
35025,14.877348353,32.8,29.0,17.740485313,9.479526575,24.6,14.148839915,30.90756,8.0,13.0,452.0
35027,16.279461332,20.8,23.4,15.182386288,6.0307403496,32.9,15.463254218,72.09063,6.0,29.3,416.6
35028,9.996756537,20.4,13.6,18.378775262,4.2271366045,3.8,3.1077864672,163.05876,5.6,66.5,173.5
35029,18.738438715,25.0,23.6,13.773118877,14.727875059,40.8,15.531552623,36.70772,7.6,12.2,455.9
35031,21.830173758,35.1,25.4,14.941740541,9.4824376319,46.5,19.043965772,69.09318,6.6,11.6,592.6
35033,19.105671074,23.2,22.5,10.673690414,8.8499550764,35.4,12.328375286,,4.7,11.2,495.3
35035,17.560270437,26.1,21.4,17.081658946,6.0325009909,32.4,14.3927774,46.61135,7.4,19.0,442.0
