FIPS,% Smokers,% Obese,% Physically Inactive,% Excessive Drinking,% Unemployed,% Children in Poverty,% Uninsured,PCP Rate,Average Daily PM2.5,% Bachelor or Higher,Age-Adjusted Mortality
01001,19.124658497,36.4,30.9,16.878015122,5.271160669,19.3,9.3877118644,45.16957,10.8,27.7,449.6
01003,16.795485149,29.3,24.5,16.71496869,5.4152628126,17.6,11.524396615,72.65266,9.6,31.3,351.3
01005,21.540877567,44.2,30.6,12.698715423,8.6485184293,39.6,13.310452083,41.526669999999996,10.1,12.2,433.6
01007,19.916404243,38.4,37.5,15.925150788,6.6371165286,27.5,11.855881149,53.137319999999995,10.5,11.5,529.1
01009,19.652158178,35.8,29.0,15.378721894,5.5208970438,19.4,13.963659413,20.80696,11.3,12.6,480.2
01011,23.478291175,40.2,29.8,12.896317308,7.1710663064,45.7,14.50443191,28.04787,9.8,13.3,581.5
01013,22.197655522,36.0,33.9,13.042811266,7.1287779238,36.6,12.242647059,34.73256,9.4,16.1,602.7
01015,20.462231748,36.1,32.5,15.431677015,6.6973839368,25.7,11.396868085,64.86766999999999,11.6,18.0,564.3
01017,22.040369624,38.0,32.6,13.528450886,5.5438086428,32.5,13.314426992,46.88919,10.4,13.2,528.8
01019,19.14485261,35.5,35.9,15.232730666,5.213652244,27.5,11.68212709,38.67126,10.8,12.9,546.0
01021,19.673275015,36.0,29.8,15.064312648,5.6179188639,26.3,15.232994399,18.205399999999997,10.5,14.2,516.3
01023,19.062059567,39.5,33.1,13.025240355,8.8837209302,32.6,11.817741154,37.96507,9.6,13.0,522.3
01025,20.933322707,38.4,29.4,13.353695283,11.147172638,38.9,12.556390977,56.737590000000004,9.6,12.6,464.0
01027,19.13940444,38.1,31.6,14.819133688,6.1532925513,28.2,14.36958345,29.509410000000003,9.9,10.2,531.4
01029,19.710511775,34.6,32.2,15.970047221,6.0881495455,24.5,12.120459998,26.63471,10.3,13.7,591.9
01031,18.201220902,34.2,29.8,15.528419697,6.0533281051,21.3,11.93324715,56.62846,9.6,23.4,409.2
01033,18.371146454,34.6,30.9,15.822772615,7.0105875902,25.1,10.602744723,62.55289,10.2,18.7,504.3
01035,23.479997226,38.2,31.0,11.452551125,8.6218158067,43.9,14.657947686,39.457069999999995,9.1,10.7,548.5
01037,20.5045703,40.1,29.6,13.531703956,6.1431143114,29.3,13.481814951,,10.2,11.6,521.0
01039,20.939810841,33.8,30.9,15.401890515,6.9971413721,28.1,12.263050938,50.218050000000005,9.2,14.9,529.5
01041,19.977136619,39.6,29.9,14.435646239,6.0145713843,28.8,12.80857419,14.323569999999998,9.5,15.6,524.9
01043,20.340604909,34.6,29.3,15.895649522,5.0987670688,20.7,14.146993051,54.874700000000004,11.3,13.7,492.5
01045,18.612184668,36.5,28.8,14.394508845,5.9169239964,29.7,11.472690459,22.193080000000002,9.8,17.0,457.9
01047,22.196834617,42.4,29.8,12.016476546,9.394719897,58.3,12.129689617,70.50643000000001,10.1,15.1,639.9
01049,22.363353159,30.5,32.0,14.89396326,6.2034739454,30.9,17.647356353,40.77042,10.7,12.7,502.9
01051,18.66105088,36.5,29.6,16.572223555,4.9256657409,20.2,9.3176623216,29.459419999999998,11.1,24.5,440.7
01053,20.868077533,38.6,32.0,13.146634924,6.7313606232,30.7,15.545950542,39.69409,9.1,12.7,578.8
01055,23.130358578,36.8,34.2,13.804670623,5.9653200264,26.8,11.970892323,81.50829,11.2,17.7,556.3
01057,20.033000167,35.6,36.6,14.909134106,6.9692801467,29.0,11.914636905,101.43803,10.0,12.9,535.1
01059,20.887482257,33.2,37.7,14.953598093,6.0992494353,29.4,16.446045894,47.324580000000005,9.9,12.9,560.0
01061,22.304880964,36.6,29.3,14.656549773,5.8872077029,31.4,15.686641114,26.14184,9.3,11.1,498.5
01063,24.424960035,42.3,31.5,9.9536821646,10.127894919,49.3,12.125639153,58.96922,9.6,10.1,573.4
01065,22.062634169,41.4,33.5,12.909603702,7.7851239669,34.8,12.067139249,19.90974,9.9,14.1,507.8
01067,19.666628557,37.8,31.0,13.676408836,6.595681751,28.9,13.521545319,29.03432,9.7,18.0,426.3
01069,21.50920125,33.3,29.3,15.605670806,5.8790643589,28.7,11.677067717,92.15440000000001,9.5,21.0,414.8
01071,22.313742769,36.9,31.6,15.125217103,6.4266373329,23.6,13.828701616,55.323449999999994,10.7,14.2,554.9
01073,18.407875572,33.2,28.4,16.131992422,5.8573597334,22.0,11.25380288,106.00166,12.9,32.4,488.4
01075,20.686247914,33.8,33.9,13.901926643,5.6937631395,27.1,12.636806769,,9.7,12.5,541.2
01077,18.749838657,34.8,30.5,14.675525713,6.4242367876,20.9,11.19138957,55.07796999999999,10.5,23.9,435.8
01079,21.1006472,33.6,36.8,15.400817329,7.036200743,24.0,13.600793563,21.13846,10.9,11.7,542.8
01081,18.735733276,29.8,24.6,18.411056288,5.2501611952,18.2,11.549729125,49.68374,11.1,34.1,391.9
01083,18.782646691,33.6,30.4,15.694380923,5.3012939002,17.8,12.090746394,34.91049,11.7,25.5,369.4
01085,22.357404909,46.2,30.6,10.758840108,10.754667368,57.5,12.014092777,9.562059999999999,10.0,14.1,644.6
01087,21.789731149,47.8,32.4,11.820091953,7.7308607944,45.2,10.840550902,36.63962,10.6,20.7,574.7
01089,16.421107871,32.8,22.7,15.591933181,5.2026890562,18.4,10.300320481,91.47835,11.6,41.7,376.3
01091,21.433259575,39.4,33.6,11.608091305,7.4345549738,36.8,10.827629123,34.95107,9.8,15.4,525.2
01093,20.818324633,34.9,33.4,13.824202599,6.7138089941,27.2,13.03550876,23.20339,9.8,13.1,517.1
01095,21.59965441,33.7,30.6,14.571718343,5.4805478124,32.1,15.478430018,58.06280999999999,11.3,19.2,528.6
01097,18.91319867,35.8,29.8,16.46166331,6.8700970328,30.4,12.986366058,67.64646,10.0,22.9,486.5
01099,21.91414582,39.2,32.3,12.120587247,9.3531108364,34.6,14.159090909,32.298249999999996,9.3,14.1,519.8
01101,19.606464367,36.8,26.2,15.895815814,5.8518249986,28.6,12.216801121,89.17574,11.2,32.1,464.4
01103,20.071585907,31.5,29.1,14.66605166,5.5954166742,23.2,13.702025641,52.691,11.3,21.7,447.3
01105,23.270893537,44.1,34.7,11.763064458,10.585520623,51.6,12.716601453,31.081639999999997,9.7,15.7,631.8
01107,21.423252604,35.4,29.1,13.836295055,6.9427070303,36.6,12.517357667,33.55061,9.9,13.5,480.1
01109,22.22820971,41.7,27.3,16.027800504,6.393085703,36.7,13.814277642,48.41736,9.7,23.6,473.7
01111,19.749372459,33.9,29.9,14.261820082,5.6790643768,34.5,13.667578583,26.43638,10.1,14.9,529.7
01113,21.778608294,40.7,30.8,14.661273626,5.6400216603,28.1,11.339886388,25.14247,11.2,16.5,534.9
01115,19.632348196,36.3,30.0,15.679375665,5.3254897896,17.1,11.516312096,18.37518,11.8,16.5,481.3
01117,16.87485205,29.2,24.3,18.774494324,4.3990029542,9.9,8.3852901068,85.7637,11.4,42.1,294.7
01119,23.008034973,40.3,30.8,11.485544016,7.8164495431,44.1,12.46694741,53.422880000000006,9.7,21.8,606.1
01121,21.424848796,40.6,33.6,13.099257709,6.762312757,24.6,11.245530761,32.15355,11.4,14.3,555.5
01123,20.920483463,36.7,33.3,14.419833555,5.6013963821,30.3,11.979585524,44.07012,10.4,18.3,455.3
01125,20.083676791,33.4,27.5,18.835490726,5.769640628,21.9,9.7598349786,72.55756,10.7,30.3,435.6
01127,19.790271885,36.2,33.1,13.755263778,7.6077636605,29.9,12.843932172,45.94603,11.1,11.6,698.4
01129,20.735557107,40.3,32.1,14.618811896,8.7367178276,26.5,12.149125988,11.90193,9.5,11.1,566.7
01131,24.25493419,42.6,34.1,10.977141359,14.702741189,48.8,12.258860476,36.169639999999994,9.4,12.5,645.0
01133,22.780831498,34.7,30.6,14.701218736,7.3274486866,25.1,12.629289768,46.06944,10.4,13.5,475.4
02013,17.427061964,34.9,26.9,16.86403499,2.7221777422,13.5,37.353706112,,,12.7,178.2
02016,15.346800986,40.7,25.2,19.390484735,3.2505758894,8.2,21.807996909,17.53771,,16.4,263.7
02020,14.928456089,27.8,17.4,19.331683456,5.2692938403,10.2,13.5606398,107.46748,,35.3,350.4
02050,33.382314172,29.4,27.6,19.017473712,14.092333998,33.8,24.589763924,100.3009,,12.3,482.1
02060,20.041734008,39.1,24.6,22.449256121,6.9478908189,14.2,21.705426357,0.0,,22.3,
02068,17.614421683,26.4,16.4,22.715164027,8.5817524842,8.5,19.145199063,0.0,,43.5,332.9
02070,31.617930804,40.5,22.9,20.090410496,9.6822995461,31.9,23.314360771,200.12007,,19.3,503.4
02090,18.447492496,28.9,18.5,23.479671901,5.655342965,9.9,14.092641925,81.3,,32.6,330.3
02100,17.0535122,24.8,19.2,20.340713312,9.8421541318,16.8,22.126436782,315.70639,,37.4,213.8
02105,21.596854121,32.1,22.4,18.393127602,11.480865225,35.4,24.405436014,,,23.4,395.1
02110,18.040837953,28.8,15.0,21.998446284,4.3701200326,9.9,14.297806306,112.9564,,39.5,323.7
02122,19.170927514,28.6,20.7,21.290783781,8.1540328809,16.2,18.914767302,74.06259,,23.3,374.3
02130,20.077686656,34.5,21.4,21.49228454,6.2464428002,12.9,18.784671844,80.23926,,24.5,306.4
02150,16.485496736,29.6,20.4,21.294319105,4.9711703288,9.3,20.951457879,122.39902,,26.0,274.6
02158,42.754056037,27.5,28.2,18.634953187,21.278195489,45.4,22.861241523,,,4.8,583.7
02164,32.081323082,31.8,24.1,20.055093021,12.322274882,32.7,31.940509915,63.97953,,15.8,647.8
02170,18.700757336,31.1,20.6,22.415851517,8.051666124,10.2,16.746799383,42.53425,,21.2,339.9
02180,35.815530861,33.5,26.3,20.325004962,12.515675947,30.6,24.025171368,101.56409000000001,,14.6,516.6
02185,25.810282417,36.9,28.8,23.687742556,6.4768145161,14.8,18.13505527,20.64623,,16.6,521.6
02188,33.283264487,35.7,25.7,21.531730592,15.749394254,36.6,25.50430244,51.59959,,11.7,484.8
02195,17.344086758,31.2,22.4,20.913474349,8.6206896552,13.0,17.962760131,157.38118,,27.6,367.3
02198,23.359238505,34.4,26.4,20.170588653,11.654676259,25.2,25.161987041,78.85191999999999,,17.6,429.6
02220,17.700026661,28.4,17.7,22.120697963,4.3389830508,9.4,19.984076433,214.37436999999997,,32.6,256.3
02230,16.212504057,28.7,16.7,24.321633121,10.611735331,9.2,16.807610994,0.0,,33.7,
02240,18.69028212,32.6,20.1,20.952267977,10.20205366,16.9,21.730348426,87.73212,,19.1,340.7
02261,18.690788876,30.9,20.3,21.524999893,8.2044939188,11.3,18.622018791,74.77035000000001,,30.6,411.4
02275,18.653060255,33.4,21.1,19.158295437,7.258834766,18.4,18.888317036,83.96306,,20.7,286.7
02282,22.249921572,31.2,25.3,19.464872831,8.0971659919,31.7,33.911368015,0.0,,20.0,
02290,31.358854934,30.3,27.0,19.183663929,17.214137214,28.1,30.705305775,36.14676,,13.4,645.4
04001,21.552775742,33.7,23.8,11.893855693,11.328748006,41.1,17.519782803,29.38131,5.5,11.7,579.8
04003,15.939788639,26.6,21.5,16.0204045,6.1191145117,33.2,10.683361496,49.04016,6.0,23.0,366.2
04005,16.359380315,22.8,16.2,19.862992279,5.9189360184,20.7,14.562926389,82.67612,5.5,35.6,342.0
04007,18.142619567,27.5,25.4,14.524607147,7.1700991609,33.5,13.553732092,47.02873,6.4,18.5,564.8
04009,17.914206469,31.9,26.3,17.428915119,6.6750541693,26.5,11.558722226,55.7532,6.4,15.3,360.5
04011,15.303890746,29.5,21.4,17.602440642,7.593637763,13.6,7.2884200432,41.97712,5.8,11.9,345.9
04012,15.497512159,28.1,28.8,12.472890805,5.9813964441,37.9,21.058604199,34.73601,6.2,12.4,583.6
04013,13.749257034,26.3,19.0,18.537748003,4.5133742984,21.5,12.452463124,70.85023,10.3,32.0,302.7
04015,20.02779048,30.4,30.1,15.512073714,6.5819574299,28.7,13.975989341,47.37786,5.9,12.9,503.1
04017,21.499194132,31.4,25.9,15.137848892,8.1391691466,37.7,15.567441121,60.95477,5.7,15.8,469.2
04019,13.89351317,24.9,18.1,16.970512478,4.8892514009,26.8,12.230657913,81.97817,7.2,31.9,345.1
04021,15.096548099,32.6,25.2,15.736834883,5.4828544949,21.5,12.634974611,17.46257,10.3,19.0,311.8
04023,15.604684059,23.7,19.0,13.845854382,9.9077146412,34.5,15.021783935,38.74217,6.0,21.0,212.1
04025,15.252793987,23.3,21.9,16.48173399,4.8588713716,19.7,13.202968608,59.391239999999996,5.9,25.2,362.3
04027,14.895871612,31.0,28.2,15.482404073,18.601138237,29.0,17.437265675,37.20475,7.3,14.8,308.7
05001,19.46592114,31.9,36.2,12.977119164,3.4590181545,27.9,10.477081384,48.82548,10.4,15.5,545.3
05003,20.114611344,42.1,40.8,13.245191617,6.3194178476,29.8,10.075385904,33.592479999999995,10.0,13.2,493.9
05005,17.958789725,34.1,35.0,12.920551162,4.3348652341,22.2,9.9894514768,85.25565,9.3,18.3,424.0
05007,17.576840873,30.8,26.4,17.329679244,2.9158188915,11.9,11.35445992,60.07881999999999,10.0,32.4,320.8
05009,19.603010113,37.8,34.2,15.568717005,3.6969961906,24.1,10.39771956,72.53775,9.2,16.0,426.8
05011,22.555894483,41.7,37.6,12.268704412,5.2199680875,34.2,14.863953227,54.08329,10.0,15.2,508.9
05013,21.49731607,36.5,33.7,13.525263767,4.7063723449,24.3,9.85,38.24823,10.0,12.1,480.4
05015,18.682547051,34.0,33.4,13.162464913,3.5554527225,28.1,16.662786908,64.97257,9.2,20.4,411.9
05017,22.975199221,43.4,33.5,11.386532744,6.63507109,44.0,11.829268293,99.75514999999999,10.1,14.7,562.3
05019,20.563067099,34.2,35.4,14.715580405,4.4503171247,27.8,10.394769005,44.18327,10.3,27.6,453.3
05021,21.218817329,35.2,35.6,13.739886307,5.6836902801,26.8,12.004095214,19.855719999999998,10.3,11.6,589.9
05023,17.992653732,33.7,44.4,14.39144296,5.9681141179,24.9,10.460094898,58.899750000000004,10.0,14.9,468.8
05025,18.791795069,35.2,33.3,14.42175623,4.5577211394,22.2,9.2809867629,12.03225,10.1,16.2,533.7
05027,21.412672367,34.2,36.1,13.601015508,5.8025621703,32.6,11.033218292,62.20453,10.0,20.6,515.3
05029,21.010561338,37.9,33.9,14.027298514,5.7787757031,28.2,11.041678948,61.848800000000004,10.4,16.0,494.3
05031,20.969404237,35.6,33.5,14.258418801,3.2642884542,20.6,10.584221553,111.16009,10.4,26.3,432.9
05033,20.328024956,33.9,29.7,15.596264732,3.9403184998,24.3,12.141626498,43.758,10.0,15.3,462.4
05035,24.002046192,40.4,36.7,13.48386439,4.587880195,38.4,8.4907229231,36.76245,10.4,18.0,581.0
05037,21.474147958,39.4,39.0,13.494896822,4.4592387891,29.4,10.717581092,52.07128000000001,10.3,15.4,540.1
05039,19.078612755,38.6,36.8,12.609747015,5.0394240658,33.2,9.3084638395,52.60389,10.3,13.7,582.7
05041,25.386665518,39.0,35.3,11.255357115,5.4957093299,40.3,10.834447988,50.146260000000005,10.2,12.4,620.4
05043,21.390099325,36.8,34.5,13.623359005,5.8040805981,26.8,10.290948276,63.90457,10.0,20.6,546.8
05045,18.311425521,33.1,31.2,15.562287769,3.8286687276,17.2,8.9362976126,50.18428,10.8,30.0,397.7
05047,20.600187089,32.6,36.5,14.554951103,4.1015890262,25.3,11.399179815,28.2454,9.7,11.8,587.5
05049,18.765753813,30.9,32.0,12.891467047,4.3691389599,36.8,10.538615624,40.97017,9.3,11.8,453.6
05051,18.792903816,30.5,34.2,14.921430193,4.3389459002,30.7,12.884241571,82.32401,10.1,20.2,494.0
05053,19.429114728,39.2,34.4,15.41718989,3.6298076923,16.9,8.7323756318,11.048499999999999,10.4,18.3,467.6
05055,20.566035203,33.3,37.2,16.05178888,4.3115158223,22.5,8.9090811334,63.35415,10.3,15.9,525.4
05057,22.269985834,38.2,38.1,12.289325491,3.8210155857,31.2,13.122795414,27.16899,10.1,15.1,451.7
05059,19.071672042,35.3,35.1,15.727620428,3.9767902632,22.9,9.0086189933,20.941779999999998,10.5,14.7,523.4
05061,22.664324757,34.9,34.1,12.38935095,3.3322113766,28.1,14.361897757,37.59398,9.9,14.7,521.5
05063,20.828828319,36.4,31.5,14.680922112,4.9850074963,23.5,10.719294731,83.66619999999999,10.0,18.9,492.3
05065,21.37734824,33.7,34.7,13.620847099,5.6323912608,30.5,13.477646035,7.43771,9.4,13.8,468.1
05067,23.846476708,34.4,38.5,13.623946339,6.2469257255,31.9,10.994935468,51.909099999999995,10.1,10.2,553.2
05069,22.360967491,42.0,33.8,12.550010306,5.6208464498,31.7,8.855132197,67.07189000000001,10.9,17.8,559.8
05071,21.733802558,37.6,32.5,14.675801687,4.8012930215,25.4,15.03931848,53.55572000000001,9.7,15.8,438.0
05073,20.688085505,38.2,41.1,11.809664095,5.900621118,40.2,12.541930675,14.293880000000001,9.9,16.5,519.4
05075,21.261122841,32.4,40.5,13.969524581,4.3647363872,29.7,9.6099099792,29.79915,10.1,15.0,568.1
05077,25.991122249,39.1,35.9,12.928515405,4.8242811502,47.7,10.544,31.088079999999998,10.4,8.9,546.1
05079,22.82574297,36.5,35.0,15.211409558,4.9168297456,29.3,11.391633126,14.471779999999999,10.3,8.9,427.0
05081,20.49052843,37.6,36.6,13.293888067,4.6861184792,26.3,10.224061365,24.05388,10.1,11.4,561.6
05083,20.143171027,39.1,34.4,14.773311638,4.6158882584,28.2,11.325693677,23.02662,9.8,12.1,486.2
05085,18.569974721,38.1,31.9,15.922223423,3.3666997325,17.1,8.2548609995,18.145020000000002,11.2,20.3,479.5
05087,21.700861159,34.7,35.3,14.743619747,3.1855004806,25.8,14.797191888,12.684719999999999,9.1,12.5,481.8
05089,19.960416125,33.1,33.3,13.03980905,4.0115924344,32.0,10.814053128,12.357119999999998,9.1,17.2,457.9
05091,21.401364324,33.7,37.7,13.446662136,4.1782729805,31.8,10.459318682,54.659740000000006,10.1,16.6,518.1
05093,22.351574249,41.5,39.7,13.394781885,6.8181818182,34.2,9.4731427334,38.8678,10.4,12.8,630.2
05095,22.445138278,35.9,36.9,11.1678905,4.9168975069,41.5,12.61276891,54.06136,10.4,10.5,612.6
05097,19.366398899,35.7,36.7,13.755651874,5.3455019557,37.3,13.426276709,22.29654,9.5,10.8,451.0
05099,24.377388623,35.6,32.6,11.192574532,3.7067320796,30.7,10.154394299,23.36995,10.0,15.4,551.0
05101,20.782689737,31.8,32.4,12.975672836,3.8843457944,33.4,11.361327464,12.63743,8.8,16.2,365.2
05103,20.849543164,36.3,33.2,12.009990972,5.0899116123,32.9,8.3956561828,53.37056,10.2,16.0,560.7
05105,19.884819367,36.5,31.9,15.101686276,4.8003802281,25.3,9.9060014461,9.81451,10.2,11.9,519.2
05107,26.45763925,43.6,37.0,10.025053553,5.9419210722,50.7,9.6163522013,35.87352,10.3,14.0,690.6
05109,20.475453539,36.5,39.4,14.291759131,4.3260038241,28.5,16.536897153,36.95492,9.8,14.7,454.3
05111,23.048709001,39.9,39.9,14.699610138,4.2686508714,31.5,11.206543967,16.638939999999998,10.4,10.1,674.4
05113,21.263601084,33.8,39.7,13.130241078,4.9042332561,30.7,13.555853955,74.19865,9.3,13.3,469.6
05115,20.120389285,32.3,32.2,15.761800518,4.6343377811,21.6,12.194494469,70.98912,10.0,22.0,420.5
05117,20.426902943,37.1,37.7,13.685075934,3.9210309844,27.5,13.299716357,,10.5,15.1,464.3
05119,18.919264962,32.3,28.0,16.003990148,3.5749492452,24.7,10.00417168,112.30976,12.2,34.1,442.0
05121,19.743116505,35.2,40.4,14.477487729,4.7066109305,27.8,10.569283475,62.96869,9.8,14.0,534.5
05123,24.60936302,44.5,39.6,12.733265114,5.2305961755,44.2,9.4833119384,56.41430999999999,10.4,10.6,509.2
05125,16.618145095,32.8,33.0,16.33602377,3.1529778124,13.0,8.2119342631,40.01362,11.1,26.1,386.2
05127,20.367991534,33.5,34.8,13.625110329,3.7642841138,32.9,15.296912114,28.536099999999998,9.2,9.1,502.4
05129,20.038934262,36.3,37.5,13.270087271,4.5169798879,37.3,13.031689544,25.41619,9.1,12.5,496.8
05131,21.824217096,34.8,29.2,14.094759286,3.7295272941,22.8,13.000298965,122.08483,10.2,19.7,447.8
05133,20.94763244,36.8,33.5,14.277653417,4.9682875264,31.1,21.294846484,52.05321,9.8,11.5,464.9
05135,21.656755473,37.1,31.5,12.739419099,5.4719788395,32.5,13.072473084,41.39073,9.6,11.3,580.7
05137,20.971926626,34.6,36.4,13.184210475,5.2085538852,35.0,13.867810404,56.19782000000001,9.4,12.8,465.9
05139,19.985623259,38.6,34.7,13.605604241,5.5220332785,27.9,10.9845724,72.23994,10.2,20.8,525.5
05141,20.166026657,34.0,34.6,13.27730549,6.978275181,27.3,12.850954597,11.92535,9.9,14.1,405.6
05143,20.689746303,29.9,25.7,17.577602019,2.7267859235,18.2,13.41732006,82.04828,9.7,32.8,371.1
05145,19.405507024,38.0,32.1,15.162278549,5.2257157913,21.8,10.933601168,49.266679999999994,10.8,21.4,473.7
05147,21.873795864,36.4,33.3,12.231115799,5.5,37.2,13.019337545,29.66919,10.3,12.0,610.8
05149,20.773897615,36.5,34.9,14.168300994,4.4638800545,26.0,16.050008447,50.660889999999995,10.0,13.5,528.6
06001,10.673532728,18.9,16.7,19.585025225,4.2402767816,12.4,6.0427255361,104.93128,9.0,46.0,240.5
06003,14.802252866,22.8,18.9,17.413998042,6.4748201439,33.9,9.5622119816,0.0,4.9,30.0,511.0
06005,11.044436976,25.3,18.2,19.170722379,5.8855660249,16.8,6.8954248366,56.75522,7.9,20.3,302.3
06007,14.155617738,25.4,19.9,18.938584538,6.5413070886,22.9,8.0893669929,61.66514,8.1,26.5,382.7
06009,11.743991194,25.8,19.4,18.291471973,5.6278091231,20.4,7.1430740729,49.07647,7.8,18.7,320.8
06011,12.3601661,26.8,18.6,18.413809425,15.532286213,15.5,12.271611672,37.24048,7.1,15.4,280.6
06013,10.468567361,24.2,17.7,16.27890933,4.427859266,10.3,6.5204202559,99.84513,7.7,41.7,238.5
06015,15.147064133,24.5,18.8,19.241438166,7.4546196206,30.0,8.1063390564,66.04535,5.8,14.3,460.4
06017,10.993451213,18.7,17.2,22.174813027,5.0670292076,10.0,6.2166581776,74.81621,8.1,33.7,264.2
06019,14.181869371,26.8,21.2,16.09479989,9.4332941904,37.0,10.817415088,65.24007,14.3,20.7,342.8
06021,14.003305808,27.0,21.1,17.638318171,8.2117485295,23.2,11.610343062,24.98483,7.2,13.9,363.6
06023,15.279777153,27.5,16.2,20.388096772,4.8824073779,21.4,8.9350888102,66.30958,6.0,29.8,428.6
06025,13.432981116,28.1,22.4,16.622354486,23.521069956,32.9,10.646946603,21.08873,10.3,14.5,306.5
06027,11.83561833,23.9,20.2,18.813416182,5.231522707,18.8,8.8687200743,104.05257,5.8,26.1,385.2
06029,16.193140526,31.6,23.6,19.478173292,10.323805999,31.1,9.6526434059,49.08318,13.9,16.1,391.9
06031,14.546450206,25.9,19.7,19.167088358,9.9662487103,21.4,8.880196413,41.06912,13.5,13.5,310.7
06033,15.400977452,26.3,19.2,17.019281462,6.6410238954,29.9,10.297021803,51.09071,5.5,15.8,530.5
06035,13.856077332,25.7,21.3,22.107522052,6.8840924218,19.3,5.6647940075,41.47392,7.1,12.0,356.0
06037,10.605748331,21.6,18.0,17.261861363,5.2445306146,23.4,12.492064619,71.87601,14.4,31.8,258.4
06039,14.269443496,26.3,19.6,17.085416586,9.1624910523,30.3,13.015055937,40.00052,11.8,14.5,319.4
06041,9.6697642238,18.1,12.0,19.884919282,3.2376523299,8.5,6.2439847787,146.23633,7.6,58.8,163.4
06043,12.25506721,24.8,19.2,17.846925606,6.8988347458,27.6,7.852514656,34.225089999999994,8.0,23.4,371.3
06045,14.096005283,24.9,17.8,18.697949713,5.2251348301,26.8,12.010496568,90.13222999999999,5.8,24.7,357.5
06047,14.459343049,26.3,19.3,17.618457128,10.480106401,27.0,10.136480687,46.56274,10.4,14.0,355.3
06049,13.446352303,23.0,18.4,17.231382965,7.8148482116,30.2,10.711599218,66.92694,6.2,15.9,474.8
06051,12.787158606,22.8,16.4,21.813230444,5.3295265287,14.8,12.010773504,50.327130000000004,5.4,30.6,164.3
06053,12.365161509,24.6,17.2,17.573780698,7.5594109267,18.9,11.949346477,58.769569999999995,7.6,24.5,241.9
06055,10.909260437,23.2,16.9,20.077428548,4.258709449,9.7,8.4889510001,97.57399,7.5,34.9,243.1
06057,11.800871996,21.1,16.7,19.093891284,4.7481360623,13.7,8.0970787485,80.90859999999999,6.7,36.6,256.9
06059,9.9951607636,19.2,16.3,16.978409048,4.0156118652,14.5,10.029976358,94.92784,10.9,39.9,213.5
06061,9.715204336,20.7,14.8,20.880140012,4.4394641278,7.6,5.3878545808,119.60861999999999,8.7,38.6,242.5
06063,12.320644307,23.3,15.7,18.029002946,9.6405436301,22.6,8.7462908012,97.77825999999999,8.8,23.5,383.1
06065,12.35872909,25.8,21.2,19.393384214,6.0639941435,20.9,10.860304312,42.015629999999994,15.4,21.8,291.7
06067,12.530326634,27.6,18.3,18.902068031,5.3508109092,23.1,7.1990561063,81.52744,9.9,30.4,321.6
06069,10.91542333,22.8,20.0,18.982344437,6.7673716012,14.6,10.25476593,34.01823,7.7,19.7,234.6
06071,13.054387954,27.3,21.3,17.813582982,5.7074816771,25.7,9.6592719992,57.0923,14.2,20.3,341.4
06073,11.122327095,20.1,15.5,21.881159963,4.6782329845,16.4,9.4883184571,78.46593,11.6,38.1,244.0
06075,10.155533526,18.1,15.2,23.898420638,3.2523026574,11.3,6.273565808,158.53083,8.2,57.1,239.1
06077,12.227716097,28.0,22.1,17.865701552,8.0607919495,19.1,8.5977908687,58.944559999999996,9.7,18.4,366.8
06079,11.211894035,22.9,14.7,20.511849477,4.2617461618,11.1,8.0258959538,85.28754,8.7,34.6,261.7
06081,9.08424947,18.7,15.5,16.93582583,2.9951826513,7.7,5.7054278916,102.85767,8.1,49.9,185.9
06083,11.187781497,20.5,16.3,19.445151533,5.0068090017,16.4,12.221239376,75.54483,8.0,33.8,243.5
06085,8.1994312065,19.7,15.5,15.923447628,3.7622074475,10.4,5.9435413417,102.81307,8.8,51.3,195.1
06087,11.555175004,18.2,14.4,19.969977865,6.8991523958,15.2,7.8073747691,97.39336,7.9,40.0,243.1
06089,14.313304766,24.0,19.3,18.664101965,6.9170013387,24.6,8.5604178074,72.96709,7.3,22.2,444.6
06091,11.555924008,22.4,17.8,18.2434348,7.5611564122,20.4,9.5928872251,33.70408,5.6,18.7,329.4
06093,14.595130417,23.8,18.7,16.46142274,8.4556566389,27.3,9.2997811816,82.65601,6.6,22.5,439.3
06095,11.765097884,29.5,19.1,18.076554953,5.4622333824,16.2,5.9594964903,82.55139,8.5,26.2,310.1
06097,11.151103724,20.3,15.5,19.336858087,3.9527178774,11.2,8.6514606235,99.77178,6.8,34.9,243.2
06099,12.659456408,30.1,21.0,17.793773661,8.5255623722,19.1,8.4890932329,65.56609999999999,10.0,16.9,369.5
06101,13.071246507,29.7,20.7,16.920007821,9.590310411,24.8,11.009174312,81.89668999999999,7.1,17.7,361.7
06103,14.741324099,26.7,25.6,18.786251113,7.0949565493,28.8,9.2395971582,42.64864,7.3,15.5,381.6
06105,15.334945562,24.3,19.3,16.462101018,7.0653246497,30.9,8.7059550793,22.95508,5.6,19.7,465.0
06107,15.773391503,33.4,22.2,17.78235621,10.988834874,32.7,11.201277402,43.273759999999996,13.7,14.3,361.3
06109,12.298731619,22.1,16.6,19.09233545,6.1533534633,20.4,7.2451870879,85.64672999999999,7.6,20.0,347.3
06111,10.64246705,20.7,17.3,18.82616442,5.1776008976,12.5,9.9268990653,76.77512,10.2,33.1,230.1
